contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type
GLD260807C00250000,2026-06-26 19:54:46+00:00,250.0,124.92,123.25,127.1,0.0,0.0,1.0,1.0,0.7429224926757811,True,REGULAR,USD,call
GLD260807C00350000,2026-07-06 17:05:07+00:00,350.0,34.4,27.95,28.85,0.0,0.0,1.0,1.0,0.31806101867675773,True,REGULAR,USD,call
GLD260807C00353000,2026-06-25 13:43:51+00:00,353.0,23.54,25.45,26.35,0.0,0.0,,1.0,0.30982135498046875,True,REGULAR,USD,call
GLD260807C00355000,2026-07-08 13:39:55+00:00,355.0,24.15,23.85,24.75,-1.4500008,-5.6640654,1.0,1.0,0.3053047985839844,True,REGULAR,USD,call
GLD260807C00358000,2026-07-07 15:47:51+00:00,358.0,26.35,21.5,22.4,0.0,0.0,1.0,0.0,0.298285825805664,True,REGULAR,USD,call
GLD260807C00360000,2026-07-01 15:32:05+00:00,360.0,21.77,20.0,20.85,0.0,0.0,1.0,21.0,0.292853751220703,True,REGULAR,USD,call
GLD260807C00361000,2026-06-26 15:51:37+00:00,361.0,22.3,19.35,20.1,0.0,0.0,87.0,84.0,0.290473403930664,True,REGULAR,USD,call
GLD260807C00362000,2026-07-02 15:43:00+00:00,362.0,22.45,18.5,19.4,0.0,0.0,5.0,6.0,0.28919167846679683,True,REGULAR,USD,call
GLD260807C00363000,2026-06-26 17:58:02+00:00,363.0,20.29,17.8,18.65,0.0,0.0,6.0,6.0,0.28626202026367187,True,REGULAR,USD,call
GLD260807C00364000,2026-07-07 13:36:09+00:00,364.0,23.3,17.3,17.95,0.0,0.0,1.0,1.0,0.28443098388671867,True,REGULAR,USD,call
GLD260807C00365000,2026-07-08 15:50:56+00:00,365.0,14.46,16.6,17.25,-0.53999996,-3.5999997,1.0,3.0,0.2822947747802734,True,REGULAR,USD,call
GLD260807C00367000,2026-07-08 15:50:56+00:00,367.0,13.36,15.3,15.8,-6.04,-31.134022,2.0,30.0,0.2759471820068359,True,REGULAR,USD,call
GLD260807C00368000,2026-07-06 17:12:05+00:00,368.0,19.22,14.6,15.15,0.0,0.0,6.0,13.0,0.27423821472167964,True,REGULAR,USD,call
GLD260807C00369000,2026-07-07 13:36:09+00:00,369.0,19.4,13.95,14.55,0.0,0.0,1.0,727.0,0.2733837310791015,True,REGULAR,USD,call
GLD260807C00370000,2026-07-08 16:54:23+00:00,370.0,12.8,13.35,13.85,-1.9799995,-13.396479,54.0,790.0,0.26987424468994137,True,REGULAR,USD,call
GLD260807C00371000,2026-07-08 18:02:06+00:00,371.0,12.75,12.75,13.25,-0.9300003,-6.798248,25.0,17.0,0.26843993286132806,True,REGULAR,USD,call
GLD260807C00372000,2026-07-08 16:41:06+00:00,372.0,11.04,12.15,12.65,-4.9800005,-31.086145,9.0,19.0,0.2666699310302735,True,REGULAR,USD,call
GLD260807C00373000,2026-07-08 19:12:20+00:00,373.0,12.2,11.6,12.1,-2.5,-17.006804,4.0,6.0,0.26581544738769536,True,REGULAR,USD,call
GLD260807C00374000,2026-07-08 18:07:26+00:00,374.0,10.95,11.0,11.55,-3.9700003,-26.608582,15.0,33.0,0.2645947564697265,True,REGULAR,USD,call
GLD260807C00375000,2026-07-08 19:28:33+00:00,375.0,11.2,10.55,11.0,-0.8000002,-6.666668,240.0,90.0,0.26306889282226564,False,REGULAR,USD,call
GLD260807C00376000,2026-07-08 18:45:12+00:00,376.0,10.25,10.0,10.45,-2.5200005,-19.733753,3.0,19.0,0.26117682189941405,False,REGULAR,USD,call
GLD260807C00377000,2026-07-08 17:37:22+00:00,377.0,9.21,9.55,9.95,-1.6899996,-15.504583,12.0,21.0,0.2601697518920898,False,REGULAR,USD,call
GLD260807C00378000,2026-07-08 15:44:22+00:00,378.0,7.31,8.95,9.5,-5.69,-43.76923,1.0,10.0,0.2599561309814453,False,REGULAR,USD,call
GLD260807C00379000,2026-07-08 15:18:50+00:00,379.0,7.1,8.5,9.0,-4.7500005,-40.084393,14.0,23.0,0.2582776809692383,False,REGULAR,USD,call
GLD260807C00380000,2026-07-08 16:41:06+00:00,380.0,7.25,8.15,8.55,-2.2700005,-23.844542,10.0,202.0,0.2574231973266602,False,REGULAR,USD,call
GLD260807C00381000,2026-07-08 16:41:06+00:00,381.0,6.85,7.7,8.1,-2.27,-24.89035,2.0,38.0,0.25623302368164064,False,REGULAR,USD,call
GLD260807C00382000,2026-07-08 15:46:42+00:00,382.0,6.05,7.25,7.65,-3.4799995,-36.51626,73.0,92.0,0.2547071600341797,False,REGULAR,USD,call
GLD260807C00383000,2026-07-08 16:10:06+00:00,383.0,5.96,6.85,7.25,-4.5199995,-43.12977,1.0,20.0,0.2539747454833985,False,REGULAR,USD,call
GLD260807C00384000,2026-07-08 20:12:45+00:00,384.0,6.65,6.55,6.85,-0.9499998,-12.499998,13.0,110.0,0.25296767547607424,False,REGULAR,USD,call
GLD260807C00385000,2026-07-08 18:57:50+00:00,385.0,6.45,6.15,6.45,-2.2300005,-25.691248,165.0,53.0,0.2515943981933594,False,REGULAR,USD,call
GLD260807C00386000,2026-06-29 19:05:47+00:00,386.0,5.27,5.8,6.15,0.0,0.0,,1.0,0.2523268127441406,False,REGULAR,USD,call
GLD260807C00387000,2026-07-08 15:54:21+00:00,387.0,4.6,5.4,5.8,-1.9000001,-29.230772,1.0,3.0,0.25153336364746093,False,REGULAR,USD,call
GLD260807C00388000,2026-07-08 13:48:23+00:00,388.0,4.18,5.1,5.45,-3.44,-45.144356,12.0,13.0,0.25034319000244143,False,REGULAR,USD,call
GLD260807C00389000,2026-07-08 15:42:10+00:00,389.0,3.96,4.8,5.15,-3.1399999,-44.225353,7.0,9.0,0.25012956909179684,False,REGULAR,USD,call
GLD260807C00390000,2026-07-08 18:52:48+00:00,390.0,4.75,4.5,4.85,-0.7399998,-13.47905,43.0,33.0,0.24958025817871093,False,REGULAR,USD,call
GLD260807C00391000,2026-07-08 17:48:32+00:00,391.0,4.11,4.2,4.6,-1.06,-20.5029,1.0,312.0,0.2500075,False,REGULAR,USD,call
GLD260807C00392000,2026-07-08 13:44:08+00:00,392.0,3.9,4.0,4.3,-1.77,-31.21693,5.0,10.0,0.24878680908203127,False,REGULAR,USD,call
GLD260807C00393000,2026-07-08 20:10:15+00:00,393.0,3.9,3.75,4.05,-0.8499999,-17.894735,7.0,11.0,0.24860370544433597,False,REGULAR,USD,call
GLD260807C00394000,2026-07-08 17:17:25+00:00,394.0,3.45,3.55,3.85,-1.9300001,-35.873604,11.0,7.0,0.24951922363281248,False,REGULAR,USD,call
GLD260807C00395000,2026-07-08 18:14:04+00:00,395.0,3.27,3.25,3.6,-0.8200002,-20.048903,18.0,65.0,0.2486647399902344,False,REGULAR,USD,call
GLD260807C00396000,2026-07-08 18:40:46+00:00,396.0,3.14,3.05,3.4,-0.7099998,-18.441553,22.0,15.0,0.249030947265625,False,REGULAR,USD,call
GLD260807C00397000,2026-07-08 18:00:33+00:00,397.0,2.82,2.89,3.2,-0.78,-21.666668,3.0,9.0,0.24909198181152342,False,REGULAR,USD,call
GLD260807C00398000,2026-07-08 18:00:33+00:00,398.0,2.66,2.71,2.99,-0.78999996,-22.89855,4.0,32.0,0.24848163635253906,False,REGULAR,USD,call
GLD260807C00399000,2026-07-08 18:56:33+00:00,399.0,2.73,2.57,2.82,-0.97,-26.216215,4.0,26.0,0.2488478436279297,False,REGULAR,USD,call
GLD260807C00400000,2026-07-08 20:00:40+00:00,400.0,2.5,2.37,2.63,-0.5,-16.666666,139.0,329.0,0.24829853271484376,False,REGULAR,USD,call
GLD260807C00401000,2026-07-07 15:58:11+00:00,401.0,3.2,2.21,2.5,0.0,0.0,,8.0,0.24945818908691403,False,REGULAR,USD,call
GLD260807C00402000,2026-07-07 19:40:10+00:00,402.0,2.68,2.05,2.35,0.0,0.0,5.0,15.0,0.24970232727050778,False,REGULAR,USD,call
GLD260807C00403000,2026-07-07 19:01:01+00:00,403.0,2.56,1.93,2.21,0.0,0.0,1.0,60.0,0.2500075,False,REGULAR,USD,call
GLD260807C00404000,2026-07-08 14:15:45+00:00,404.0,1.69,1.79,2.08,-1.3999999,-45.307438,1.0,6.0,0.2503737072753906,False,REGULAR,USD,call
GLD260807C00405000,2026-07-08 19:56:30+00:00,405.0,1.85,1.72,1.96,-0.39999998,-17.777777,12.0,70.0,0.25098405273437496,False,REGULAR,USD,call
GLD260807C00406000,2026-07-08 16:13:22+00:00,406.0,1.46,1.57,1.85,-0.73,-33.333332,1.0,18.0,0.25165543273925783,False,REGULAR,USD,call
