contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type
GLD260508C00250000,2026-04-30 16:22:50+00:00,250.0,173.4,172.85,174.6,-12.2400055,-6.593409,2.0,2,1.2382850585937497,True,REGULAR,USD,call
GLD260508C00280000,2026-04-02 16:49:47+00:00,280.0,149.51,143.0,144.6,0.0,0.0,86.0,86,1.0800827246093752,True,REGULAR,USD,call
GLD260508C00300000,2026-04-30 15:15:17+00:00,300.0,124.3,122.9,124.7,-23.87999,-16.11553,14.0,2,0.9160164648437501,True,REGULAR,USD,call
GLD260508C00305000,2026-04-27 14:41:17+00:00,305.0,126.32,117.75,119.65,0.0,0.0,2.0,3,0.7617211328125001,True,REGULAR,USD,call
GLD260508C00310000,2026-03-27 15:53:45+00:00,310.0,108.45,113.6,114.75,0.0,0.0,2.0,0,1.0058643457031249,True,REGULAR,USD,call
GLD260508C00335000,2026-03-30 18:10:26+00:00,335.0,84.05,88.85,89.7,0.0,0.0,2.0,2,0.8115253222656249,True,REGULAR,USD,call
GLD260508C00345000,2026-03-30 19:59:36+00:00,345.0,74.2,78.05,79.7,0.0,0.0,,2,0.6123085644531252,True,REGULAR,USD,call
GLD260508C00350000,2026-03-30 18:10:22+00:00,350.0,70.4,72.85,74.75,0.0,0.0,,5,0.5410202148437502,True,REGULAR,USD,call
GLD260508C00355000,2026-03-30 18:57:57+00:00,355.0,64.45,68.15,69.75,0.0,0.0,2.0,2,0.5625043750000001,True,REGULAR,USD,call
GLD260508C00360000,2026-04-28 17:40:18+00:00,360.0,62.96,62.9,64.8,0.0,0.0,94.0,47,0.6782258740234376,True,REGULAR,USD,call
GLD260508C00365000,2026-04-17 15:24:36+00:00,365.0,83.45,58.05,59.8,0.0,0.0,2.0,4,0.6320837573242188,True,REGULAR,USD,call
GLD260508C00370000,2026-04-28 14:21:04+00:00,370.0,50.75,53.1,54.8,0.0,0.0,1.0,6,0.5861857788085938,True,REGULAR,USD,call
GLD260508C00375000,2026-04-30 18:18:40+00:00,375.0,49.84,48.15,49.8,2.8300018,6.02,3.0,2,0.540287800292969,True,REGULAR,USD,call
GLD260508C00380000,2026-04-28 19:18:17+00:00,380.0,42.82,43.0,44.85,0.0,0.0,1.0,12,0.4996387927246094,True,REGULAR,USD,call
GLD260508C00385000,2026-04-28 14:21:04+00:00,385.0,35.95,38.35,39.85,0.0,0.0,1.0,21,0.45325253784179687,True,REGULAR,USD,call
GLD260508C00390000,2026-04-27 17:42:22+00:00,390.0,40.98,33.35,34.9,0.0,0.0,1.0,32,0.411138701171875,True,REGULAR,USD,call
GLD260508C00395000,2026-04-30 19:54:10+00:00,395.0,29.55,28.55,30.0,6.949999,30.752207,31.0,99,0.3717103845214844,True,REGULAR,USD,call
GLD260508C00400000,2026-04-30 20:03:27+00:00,400.0,24.87,24.35,25.2,5.460001,28.129837,152.0,146,0.3371648315429688,True,REGULAR,USD,call
GLD260508C00405000,2026-04-30 20:07:52+00:00,405.0,19.97,19.45,20.5,4.249999,27.035618,380.0,73,0.30445031494140623,True,REGULAR,USD,call
GLD260508C00406000,2026-04-30 20:07:52+00:00,406.0,19.05,18.5,19.6,4.329999,29.415754,299.0,103,0.29944548217773437,True,REGULAR,USD,call
GLD260508C00407000,2026-04-30 20:07:27+00:00,407.0,18.14,17.55,18.75,4.1899996,30.035841,308.0,38,0.29688203124999996,True,REGULAR,USD,call
GLD260508C00408000,2026-04-30 20:07:27+00:00,408.0,17.22,16.65,17.8,3.8999996,29.279278,326.0,55,0.28839822937011705,True,REGULAR,USD,call
GLD260508C00409000,2026-04-30 19:54:39+00:00,409.0,16.5,15.75,16.95,4.1499996,33.603237,264.0,87,0.2849192602539062,True,REGULAR,USD,call
GLD260508C00410000,2026-04-30 20:01:32+00:00,410.0,15.92,14.95,16.05,4.17,35.48936,180.0,95,0.278327529296875,True,REGULAR,USD,call
GLD260508C00411000,2026-04-30 20:01:32+00:00,411.0,14.95,14.05,15.2,4.2,39.069763,130.0,96,0.2738109729003906,True,REGULAR,USD,call
GLD260508C00412000,2026-04-30 20:09:54+00:00,412.0,13.8,13.25,14.35,3.6000004,35.29412,105.0,88,0.2688061401367187,True,REGULAR,USD,call
GLD260508C00413000,2026-04-30 20:09:54+00:00,413.0,13.02,12.5,13.55,3.6800003,39.400433,110.0,111,0.26557130920410155,True,REGULAR,USD,call
GLD260508C00414000,2026-04-30 20:09:20+00:00,414.0,12.24,11.75,12.75,3.3400002,37.52809,114.0,118,0.2617261328125,True,REGULAR,USD,call
GLD260508C00415000,2026-04-30 20:09:20+00:00,415.0,11.42,10.95,11.95,3.0699997,36.76646,124.0,175,0.25714854187011715,True,REGULAR,USD,call
GLD260508C00416000,2026-04-30 20:12:09+00:00,416.0,10.75,10.3,11.25,3.27,43.716576,118.0,135,0.25623302368164064,True,REGULAR,USD,call
GLD260508C00417000,2026-04-30 20:12:27+00:00,417.0,10.08,9.65,10.5,2.6599998,35.849056,164.0,150,0.25238784729003905,True,REGULAR,USD,call
GLD260508C00418000,2026-04-30 20:12:27+00:00,418.0,9.4,9.0,9.8,2.5999994,38.235283,207.0,122,0.2498243963623047,True,REGULAR,USD,call
GLD260508C00419000,2026-04-30 19:52:15+00:00,419.0,8.75,8.4,9.05,2.4299998,38.449364,211.0,111,0.24451439086914065,True,REGULAR,USD,call
GLD260508C00420000,2026-04-30 20:05:11+00:00,420.0,8.03,7.8,8.35,2.2299995,38.448265,288.0,793,0.24036404174804685,True,REGULAR,USD,call
GLD260508C00421000,2026-04-30 20:05:11+00:00,421.0,7.53,7.15,7.75,2.4,46.783627,197.0,1301,0.23926541992187497,True,REGULAR,USD,call
GLD260508C00422000,2026-04-30 19:47:47+00:00,422.0,7.18,6.55,7.2,2.3599997,48.962646,191.0,2735,0.2391433508300781,True,REGULAR,USD,call
GLD260508C00423000,2026-04-30 20:14:50+00:00,423.0,6.27,6.0,6.55,1.9000001,43.478264,206.0,270,0.23432162170410153,True,REGULAR,USD,call
GLD260508C00424000,2026-04-30 20:14:50+00:00,424.0,5.65,5.4,5.9,1.6800001,42.31738,4257.0,312,0.22852333984375,False,REGULAR,USD,call
GLD260508C00425000,2026-04-30 19:58:56+00:00,425.0,5.21,4.9,5.35,1.71,48.857143,403.0,270,0.225593681640625,False,REGULAR,USD,call
GLD260508C00426000,2026-04-30 19:53:50+00:00,426.0,4.84,4.5,4.8,1.5400002,46.66667,4303.0,271,0.2215654016113281,False,REGULAR,USD,call
GLD260508C00427000,2026-04-30 20:11:40+00:00,427.0,4.15,4.15,4.35,1.1800001,39.73064,218.0,548,0.22028367614746092,False,REGULAR,USD,call
GLD260508C00428000,2026-04-30 20:11:40+00:00,428.0,3.85,3.65,4.0,1.2199998,46.38782,184.0,194,0.22187057434082028,False,REGULAR,USD,call
GLD260508C00429000,2026-04-30 20:11:04+00:00,429.0,3.5,3.3,3.65,1.05,42.85714,620.0,177,0.22248091979980467,False,REGULAR,USD,call
GLD260508C00430000,2026-04-30 20:14:57+00:00,430.0,3.09,2.97,3.25,0.8399999,37.33333,1089.0,2438,0.22010057250976559,False,REGULAR,USD,call
GLD260508C00431000,2026-04-30 19:57:25+00:00,431.0,2.81,2.66,2.88,0.80999994,40.499996,107.0,797,0.21778125976562498,False,REGULAR,USD,call
GLD260508C00432000,2026-04-30 19:32:49+00:00,432.0,2.68,2.38,2.59,0.84000003,45.652172,85.0,241,0.21778125976562498,False,REGULAR,USD,call
GLD260508C00433000,2026-04-30 19:39:04+00:00,433.0,2.44,2.11,2.32,0.96000004,64.86486,140.0,1095,0.2176591906738281,False,REGULAR,USD,call
GLD260508C00434000,2026-04-30 19:31:40+00:00,434.0,2.17,1.9,2.08,0.82000005,60.740746,102.0,101,0.21790332885742186,False,REGULAR,USD,call
GLD260508C00435000,2026-04-30 19:58:49+00:00,435.0,1.75,1.69,1.86,0.39999998,29.629627,262.0,294,0.2181474670410156,False,REGULAR,USD,call
GLD260508C00436000,2026-04-30 19:58:48+00:00,436.0,1.59,1.5,1.64,0.37,30.327868,118.0,82,0.21741505249023438,False,REGULAR,USD,call
GLD260508C00437000,2026-04-30 19:58:49+00:00,437.0,1.39,1.33,1.48,0.27999997,25.225222,164.0,328,0.21887988159179686,False,REGULAR,USD,call
GLD260508C00438000,2026-04-30 19:58:49+00:00,438.0,1.22,1.18,1.32,0.28000003,29.78724,455.0,225,0.21949022705078125,False,REGULAR,USD,call
GLD260508C00439000,2026-04-30 19:58:48+00:00,439.0,1.11,1.04,1.18,0.28000003,33.734943,131.0,155,0.22046677978515622,False,REGULAR,USD,call
GLD260508C00440000,2026-04-30 20:06:32+00:00,440.0,1.0,0.93,1.03,0.18,21.95122,353.0,843,0.21985643432617186,False,REGULAR,USD,call
GLD260508C00441000,2026-04-30 19:58:48+00:00,441.0,0.88,0.82,0.91,0.15999997,22.222216,146.0,122,0.22022264160156246,False,REGULAR,USD,call
GLD260508C00442000,2026-04-30 19:58:48+00:00,442.0,0.78,0.72,0.85,0.109999955,16.417902,60.0,168,0.2243729907226562,False,REGULAR,USD,call
GLD260508C00443000,2026-04-30 19:58:49+00:00,443.0,0.67,0.64,0.73,0.15000004,28.846163,51.0,107,0.22315229980468748,False,REGULAR,USD,call
GLD260508C00444000,2026-04-30 20:00:01+00:00,444.0,0.63,0.57,0.66,0.06999999,12.499998,73.0,496,0.22510540527343748,False,REGULAR,USD,call
GLD260508C00445000,2026-04-30 19:59:17+00:00,445.0,0.58,0.51,0.62,0.089999974,18.36734,192.0,1159,0.22937782348632813,False,REGULAR,USD,call
GLD260508C00446000,2026-04-30 19:59:17+00:00,446.0,0.52,0.46,0.57,0.049999982,10.638294,49.0,167,0.23218541259765624,False,REGULAR,USD,call
GLD260508C00447000,2026-04-30 19:58:52+00:00,447.0,0.47,0.41,0.52,0.02000001,4.4444466,110.0,292,0.23462679443359374,False,REGULAR,USD,call
GLD260508C00448000,2026-04-30 19:58:48+00:00,448.0,0.39,0.37,0.48,0.0,0.0,30.0,128,0.23767852172851558,False,REGULAR,USD,call
